Product Type,Recently Updated Record,Last Modified Date,Event ID,Status,Recalling Firm,Address1,Address2,City,State/Province,Postal Code,Country,Voluntary/Mandated,Initial Firm Notification of Consignee or Public,Distribution Pattern,Recall Number,Classification,Product Description,Product Quantity,Reason for Recall,Recall Initiation Date,Center Classification Date,Termination Date,Report Date,Code Info,More Code Info,More Code Info,More Code Info,More Code Info,More Code Info,More Code Info,More Code Info,More Code Info,More Code Info,More Code Info,More Code Info,More Code Info,More Code Info,More Code Info,More Code Info,More Code Info,More Code Info,More Code Info,More Code Info,More Code Info,More Code Info,More Code Info,More Code Info
"Food","No","","75254","Terminated","Blue Bell Creameries, L.P.","1101 S Blue Bell Rd","","Brenham","TX","	77833-4413","United States","Voluntary: Firm initiated","Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","Alabama, Florida, Georgia, Kentucky, Louisiana, Mississippi, North Carolina, South Carolina, Tennessee, and Virginia","F-0873-2017","Class I","BLUE BELL(R) ICE CREAM Chocolate Chip Cookie Dough, Half Gallon, Pint, and 3 Gallon sizes.","4,288,629 units","All ice cream products, Chocolate Chip Cookie Dough, Cookie Two Step ice Cream, Krazy Kookie Dough, and Blue Monster, containing cookie dough supplied by Aspen Hills, Inc., due to the potential for them to contain Listeria monocytogenes.","09/20/2016","01/06/2017","07/18/2017","01/18/2017","all codes"
"Food","No","","75254","Terminated","Blue Bell Creameries, L.P.","1101 S Blue Bell Rd","","Brenham","TX","	77833-4413","United States","Voluntary: Firm initiated","Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","Alabama, Florida, Georgia, Kentucky, Louisiana, Mississippi, North Carolina, South Carolina, Tennessee, and Virginia","F-0874-2017","Class I","BLUE BELL(R) ICE CREAM Cookie Two Step, Half Gallon and Pint sizes","1,531,902 units","All ice cream products, Chocolate Chip Cookie Dough, Cookie Two Step ice Cream, Krazy Kookie Dough, and Blue Monster, containing cookie dough supplied by Aspen Hills, Inc., due to the potential for them to contain Listeria monocytogenes.","09/20/2016","01/06/2017","07/18/2017","01/18/2017","all codes"
"Food","No","","75254","Terminated","Blue Bell Creameries, L.P.","1101 S Blue Bell Rd","","Brenham","TX","	77833-4413","United States","Voluntary: Firm initiated","Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","Alabama, Florida, Georgia, Kentucky, Louisiana, Mississippi, North Carolina, South Carolina, Tennessee, and Virginia","F-0875-2017","Class I","BLUE BELL(R) ICE CREAM Blue Monster, 3 Gallons","8909 units","All ice cream products, Chocolate Chip Cookie Dough, Cookie Two Step ice Cream, Krazy Kookie Dough, and Blue Monster, containing cookie dough supplied by Aspen Hills, Inc., due to the potential for them to contain Listeria monocytogenes.","09/20/2016","01/06/2017","07/18/2017","01/18/2017","all codes"
"Food","No","","75254","Terminated","Blue Bell Creameries, L.P.","1101 S Blue Bell Rd","","Brenham","TX","	77833-4413","United States","Voluntary: Firm initiated","Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","Alabama, Florida, Georgia, Kentucky, Louisiana, Mississippi, North Carolina, South Carolina, Tennessee, and Virginia","F-0876-2017","Class I","BLUE BELL(R) ICE CREAM Krazy Kookie Dough, 3 Gallons","3699 units","All ice cream products, Chocolate Chip Cookie Dough, Cookie Two Step ice Cream, Krazy Kookie Dough, and Blue Monster, containing cookie dough supplied by Aspen Hills, Inc., due to the potential for them to contain Listeria monocytogenes.","09/20/2016","01/06/2017","07/18/2017","01/18/2017","all codes"
"Food","No","","75765","Terminated","Sabra Dipping Company, LLC","15900 Sabra Way","","South Chesterfield","VA","	23834-5935","United States","Voluntary: Firm initiated","Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","Thru out the US and three foreign countries.","F-1110-2017","Class I","Sabra Hummus Caramelized Onion, 10 OZ, UPC 40822014700, SKU 300051","23353 Cases","Products have the potential to be contaminated with Listeria monocytogenes.","11/18/2016","01/10/2017","02/17/2017","01/18/2017","Best Before dates on or before January 23, 2017"
"Food","No","","75765","Terminated","Sabra Dipping Company, LLC","15900 Sabra Way","","South Chesterfield","VA","	23834-5935","United States","Voluntary: Firm initiated","Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","Thru out the US and three foreign countries.","F-1111-2017","Class I","Sabra Hummus Classic, 7 OZ, 10 OZ, 17 OZ, 30 OZ, 5 LB, 2 OZ, 4.56 OZ;     UPC                           SKU           ITEM    040822000017          300066      Sabra Hummus Classic 7OZ                                           040822011143          300067      Sabra Hummus Classic 10OZ                                        040822017497          300070      Sabra Hummus Classic 17OZ                                        040822014687          300074      Sabra Hummus Classic 30OZ                                        040822431156          300076      Sabra Hummus Classic 5LB                                              040822011112          300079      Sabra Hummus Classic 2OZ                                             040822011952          300080      Sabra Hummus Classic 4.56OZ                                     040822342728          301481      Sabra Hummus  Classic  2OZ    040822017497          301290      Sabra  Hummus  Classic  17OZ    040822010078          301511      Sabra  Hummus  Classic  2OZ    040822010047          301512      Sabra  Hummus  Classic  2 OZ","512867 Cases","Products have the potential to be contaminated with Listeria monocytogenes.","11/18/2016","01/10/2017","02/17/2017","01/18/2017","Best Before dates on or before January 23, 2017"
"Food","No","","75765","Terminated","Sabra Dipping Company, LLC","15900 Sabra Way","","South Chesterfield","VA","	23834-5935","United States","Voluntary: Firm initiated","Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","Thru out the US and three foreign countries.","F-1112-2017","Class I","Sabra Hummus Garlic, 7 OZ, 10 OZ, 17 OZ, 32 OZ, 30 OZ, 4.56 OZ, 23.5 OZ,    UPC                      SKU                   ITEM    040822011235      300094              Sabra Hummus Garlic  7OZ    040822011242      300095              Sabra  Hummus Garlic  10OZ    040822017510      300097              Sabra  Hummus Garlic  17OZ    040822012256      300099              Sabra  Hummus Garlic  32OZ    040822301121      300100              Sabra  Hummus  Garlic  30OZ    040822011990      300104              Sabra  Hummus  Garlic  4.56OZ    040822017510      301480              Sabra   Hummus  Garlic  17OZ","229612 Cases","Products have the potential to be contaminated with Listeria monocytogenes.","11/18/2016","01/10/2017","02/17/2017","01/18/2017","Best Before dates on or before January 23, 2017"
"Food","No","","75765","Terminated","Sabra Dipping Company, LLC","15900 Sabra Way","","South Chesterfield","VA","	23834-5935","United States","Voluntary: Firm initiated","Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","Thru out the US and three foreign countries.","F-1113-2017","Class I","Sabra Hummus Pine Nut, 7 OZ, 10 OZ, 17 OZ, 32 OZ    UPC                      SKU                   ITEM    040822011747    300132               Sabra Hummus Pine Nut 10OZ    040822127530    300134               Sabra Hummus Pine Nut 7OZ    040822990011    300136               Sabra Hummus Pine Nut 17OZ    040822012157    300139               Sabra Hummus Pine Nut 32OZ    040822990011    300501               Sabra Hummus Pine Nut 17OZ","370715 Cases","Products have the potential to be contaminated with Listeria monocytogenes.","11/18/2016","01/10/2017","02/17/2017","01/18/2017","Best Before dates on or before January 23, 2017"
"Food","No","","75765","Terminated","Sabra Dipping Company, LLC","15900 Sabra Way","","South Chesterfield","VA","	23834-5935","United States","Voluntary: Firm initiated","Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","Thru out the US and three foreign countries.","F-1114-2017","Class I","Sabra Hummus Red Pepper, 2 OZ, 4.56 OZ, 5 LB, 7 OZ, 10 OZ, 17 OZ, 30 OZ, 32 OZ    UPC                      SKU                   ITEM  040822012430     300142              Sabra Hummus Red Pepper 7OZ    040822011549     300143              Sabra Hummus Red Pepper 10OZ    040822017503     300146              Sabra Hummus Red Pepper 17OZ    040822328647     300148              Sabra Hummus Red Pepper 32OZ    040822301114     300150              Sabra Hummus Red Pepper 30OZ    040822434553     300151              Sabra Hummus Red Pepper 5 LB    040822011969     300153              Sabra Hummus Red Pepper 4.56 OZ    040822017503     300502              Sabra Hummus Red Pepper 17 OZ","474056 cases","Products have the potential to be contaminated with Listeria monocytogenes.","11/18/2016","01/10/2017","02/17/2017","01/18/2017","Best Before dates on or before January 23, 2017"
"Food","No","","75765","Terminated","Sabra Dipping Company, LLC","15900 Sabra Way","","South Chesterfield","VA","	23834-5935","United States","Voluntary: Firm initiated","Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","Thru out the US and three foreign countries.","F-1115-2017","Class I","Sabra Hummus w/Supremely Spicy, 7 OZ, 10 OZ, 17 OZ    UPC                      SKU                   ITEM    040822011433     300158               Sabra Hummus Supremely Spicy  7OZ    040822011440     300159               Sabra Hummus Supremely Spicy  10OZ    040822017558     300161               Sabra  Hummus Supremely Spicy  17OZ","175101 Cases","Products have the potential to be contaminated with Listeria monocytogenes.","11/18/2016","01/10/2017","02/17/2017","01/18/2017","Best Before dates on or before January 23, 2017"
