Product Type,Recently Updated Record,Last Modified Date,Event ID,Status,Recalling Firm,Address1,Address2,City,State/Province,Postal Code,Country,Voluntary/Mandated,Initial Firm Notification of Consignee or Public,Distribution Pattern,Recall Number,Classification,Product Description,Product Quantity,Reason for Recall,Recall Initiation Date,Center Classification Date,Termination Date,Report Date,Code Info,More Code Info,More Code Info,More Code Info,More Code Info,More Code Info,More Code Info,More Code Info,More Code Info,More Code Info,More Code Info,More Code Info,More Code Info,More Code Info,More Code Info,More Code Info,More Code Info,More Code Info,More Code Info,More Code Info,More Code Info,More Code Info,More Code Info,More Code Info,More Code Info,More Code Info,More Code Info,More Code Info,More Code Info,More Code Info,More Code Info,More Code Info,More Code Info,More Code Info,More Code Info,More Code Info,More Code Info,More Code Info,More Code Info,More Code Info,More Code Info,More Code Info,More Code Info,More Code Info,More Code Info,More Code Info,More Code Info,More Code Info,More Code Info,More Code Info,More Code Info,More Code Info,More Code Info,More Code Info,More Code Info,More Code Info
"Food","No","","75968","Terminated","Old Dutch Foods, Inc","2375 Terminal Rd","","Roseville","MN","	55113-2530","United States","Voluntary: Firm initiated","Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","IA, IL, MI, MN, ND, NE, SD, WI, WY","F-0529-2018","Class I","Cheddar & Sour Cream flavored Potato Chips packaged under the following brands and sizes:    1.  Old Dutch Ripples, 2 oz, UPC 74690-024066; 8 oz., UPC 74690-230290; and 15.5 oz., UPC 74690-205694.     2.  Old Dutch Rip-L Family Pack, 9.5oz, UPC 74690-201160  3.  Roundy's, 2 oz, UPC 11150-041430; 10.5 oz, UPC 11150-224826; and 15.75 oz, UPC 11150-224536.    4.  Urge, 2.5 oz, UPC 39779-014369; and 6 oz, UPC 39779-012617","1,775,790 units","Products were made with a seasoning component that contains a milk ingredient that has the potential to be contaminated with Salmonella.","12/14/2016","01/05/2018","06/27/2019","12/27/2017","Code Dates Between:  1.  7/7/16 - 2/28/17.    2.  7/6/16 - 2/28/17.     3. 7/7/16 - 3/8/17.     4.  7/7/16 - 2/28/17."
"Food","No","","75968","Terminated","Old Dutch Foods, Inc","2375 Terminal Rd","","Roseville","MN","	55113-2530","United States","Voluntary: Firm initiated","Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","IA, IL, MI, MN, ND, NE, SD, WI, WY","F-0530-2018","Class I","Jalapeno Popper flavored Potato Chips packaged under the following brands and sizes:    1.  Old Dutch Ripples, 3 oz, UPC 74690-028590; and 8 oz., UPC 74690-231556.     2.  Roundy's, 10.5 oz, UPC 11150-224499.","90,883 units","Products were made with a seasoning component that contains a milk ingredient that has the potential to be contaminated with Salmonella.","12/14/2016","01/05/2018","06/27/2019","12/27/2017","Code Dates Between:  1.  10/19/16 - 2/22/17.    2.  10/20/16 - 2/28/17."
"Food","No","","75968","Terminated","Old Dutch Foods, Inc","2375 Terminal Rd","","Roseville","MN","	55113-2530","United States","Voluntary: Firm initiated","Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","IA, IL, MI, MN, ND, NE, SD, WI, WY","F-0531-2018","Class I","Old Dutch Ripples French Onion flavored Potato Chips, 2 oz., UPC 74690-023670, and 8 oz. UPC 74690-230160.     ","505,705 units","Products were made with a seasoning component that contains a milk ingredient that has the potential to be contaminated with Salmonella.","12/14/2016","01/05/2018","06/27/2019","12/27/2017","Code Dates Between:   8/11/16 - 2/28/17."
"Food","No","","75968","Terminated","Old Dutch Foods, Inc","2375 Terminal Rd","","Roseville","MN","	55113-2530","United States","Voluntary: Firm initiated","Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","IA, IL, MI, MN, ND, NE, SD, WI, WY","F-0532-2018","Class I","Lund's & Byerly's Chipotle Ranch flavored Potato Chips, 8 oz., UPC 72431-009792.     ","14,208 units","Products were made with a seasoning component that contains a milk ingredient that has the potential to be contaminated with Salmonella.","12/14/2016","01/05/2018","06/27/2019","12/27/2017","Code Dates Between:   7/14/16 - 3/1/17."
"Food","No","","75968","Terminated","Old Dutch Foods, Inc","2375 Terminal Rd","","Roseville","MN","	55113-2530","United States","Voluntary: Firm initiated","Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","IA, IL, MI, MN, ND, NE, SD, WI, WY","F-0533-2018","Class I","Urge Ranch flavored Tortilla Chips, 8 oz., UPC 39779-013126.     ","127,120 units","Products were made with a seasoning component that contains a milk ingredient that has the potential to be contaminated with Salmonella.","12/14/2016","01/05/2018","06/27/2019","12/27/2017","Code Dates Between:   10/26/16 - 3/8/17."
"Drugs","No","","77503","Terminated","Advanced Pharma Inc.","9265 Kirby Dr","","Houston","TX","	77054-2520","United States","Voluntary: Firm initiated","Letter","Nationwide in the USA to hospitals and medical facilities.","D-0113-2018","Class I","NitroGlycerin 1 mg/10 mL in 5% Dextrose Inj, USP QS 10mL (100 mcg per mL), 10 mL Sterile single dose syringe, packaged in 5 x 5 (TWENTY FIVE) syringes per box, Rx only, Advanced Pharma, 9265 Kirby Dr., Houston, TX  77054, NDC 15082-818-61.    ","550 syringes","Subpotent Drug: found to be below the specification for labeled assay.","06/09/2017","12/20/2017","04/03/2019","12/27/2017","Lot: 4/17/17 0857 81861S, BUD 08/15/2017"
"Drugs","No","","77503","Terminated","Advanced Pharma Inc.","9265 Kirby Dr","","Houston","TX","	77054-2520","United States","Voluntary: Firm initiated","Letter","Nationwide in the USA to hospitals and medical facilities.","D-0114-2018","Class I","NitroGlycerin (1 mg/5 mL) 1 mg in 5% Dextrose Inj, USP QS 5 mL (200 mcg per mL), 5 mL Sterile single dose syringe, packaged in 8 x 5 (FORTY) syringes per box, Rx only, Advanced Pharma, 9265 Kirby Dr., Houston, TX  77054, NDC 15082-863-67.    ","320 syringes","Subpotent Drug: found to be below the specification for labeled assay.","06/09/2017","12/20/2017","04/03/2019","12/27/2017","Lot: 4/10/17 1441 257-86367S, BUD 6/9/17; 4/17/17 0950 86367S, BUD¿6/16/2017; 4/20/17 1505 257-86367S, BUD 6/19/2017; 4/24/17 0115 15-86367S, BUD ¿6/23/2017; 4/26/17 0301 387-86367S, BUD 6/25/2017"
"Drugs","No","","77503","Terminated","Advanced Pharma Inc.","9265 Kirby Dr","","Houston","TX","	77054-2520","United States","Voluntary: Firm initiated","Letter","Nationwide in the USA to hospitals and medical facilities.","D-0115-2018","Class I","NitroGlycerin (2 mg/10 mL in 5% Dextrose Inj, USP QS 10mL (200 mcg per mL), 10 mL Sterile single dose syringe, packaged in 5 x 5 (TWENTY FIVE) syringes per box, Rx only, Advanced Pharma, 9265 Kirby Dr., Houston, TX  77054, NDC 15082-863-61.    ","50 syringes","Subpotent Drug: found to be below the specification for labeled assay.","06/09/2017","12/20/2017","04/03/2019","12/27/2017","Lot: 4/19/17 1445 248-86361S, BUD¿6/18/2017"
"Veterinary","No","","77795","Terminated","PGG/HSC  Feed Co. LLC","300 W Feedville Rd","","Hermiston","OR","	97838-9573","United States","Voluntary: Firm initiated","Visit","distributed in Oregon.","V-0024-2018","Class I","Watson Lamb Supplement, bulk pellets, 2.84 ton net wt. No UPC code.    The tag label is read in parts: ""***WATSON LAMB SUPPLEMENT for Growing Sheep*** Bulk or 50 lbs. (22.68 kg) Net Weight***Manufactured By: CHS Inc., Sioux Falls, SD 57107*** www.chsinc.com","2.84 ton","Watson Lamb Supplement non-medicated sheep feed, bulk pellets, is recalled due to high level of copper.","07/18/2017","12/21/2017","12/21/2017","12/27/2017","5065.U02  88040417 M477780.    The lot code is interpreted as:    5065.U02 product code.  88 is the plant number.  040417 is the date of production.  M477780 is the lot code ID."
"Drugs","No","","77817","Ongoing","EZWeightLossTX LLC","3333 S Padre Island Dr","Suite 102","Corpus Christi","TX","	78415-2904","United States","Voluntary: Firm initiated","Press Release","Nationwide","D-0121-2018","Class I","LaBri's Body Health Atomic 60 Capsules Exclusively distributed worldwide by LaBri's Body Health.","4958 bottles","Marketed Without An Approved NDA/ANDA: Tainted Product Marketed As a Dietary Supplements: products found to be tainted with sibutramine making these unapproved drugs.","07/24/2017","12/20/2017","","12/27/2017","All lots remaining within expiry."
